#Best run for each simulation of the study Legrain et al., (2023): A gradual change is more likely to have caused the Mid-Pleistocene Transition than an abrupt event;;;;;;;;
;;;;;;;;
Age (ka);ORB simulation Ice volume (m sl);ABR simulation Ice volume (m sl);GRAD simulation Ice volume (m sl);ABRkO simulation Ice volume (m sl);GRADkO simulation Ice volume (m sl);ABRag Ice volume (m sl);GRADag Ice volume (m sl);SYN simulation Ice volume (m sl)
451;57.86092644;67.20896885;75.04494808;64.90253437;54.79463487;65.34968895;70.7136855;43.48498138
450;58.11718083;66.9531192;75.25803598;65.45558865;55.05916265;65.41503382;70.91152842;43.10242318
449;58.2978943;66.79187527;75.43733757;66.03952947;55.38749044;65.52526383;71.15278067;43.08335858
448;58.44328282;66.78858373;75.63141299;66.65748145;55.78498924;65.74338648;71.48285946;43.42422856
447;58.61142393;67.00330785;75.89701777;67.31272753;56.26211991;66.12949827;71.95283458;44.10182841
446;58.87408803;67.4875321;76.29413018;68.00884188;56.83508982;66.73483232;72.61572791;45.0906484
445;59.31012741;68.29685158;76.89174466;68.74673599;57.5121142;67.61963089;73.52627351;46.36596571
444;59.96405221;69.41448857;77.70562562;69.52731589;58.30937182;68.76678982;74.69545988;47.89473394
443;60.86315021;70.7944248;78.73097689;70.34910482;59.23779716;70.13173037;76.11285705;49.63291872
442;62.03108199;72.41749519;79.9782431;71.20673348;60.28916338;71.70426664;77.77394872;51.53195678
441;63.46425522;74.23632748;81.42759984;72.09636737;61.46033252;73.44092046;79.65341724;53.54043505
440;65.14325641;76.19914731;83.04807731;73.01440278;62.74642271;75.29252042;81.71823766;55.60496502
439;67.02713312;78.25143613;84.79562258;73.95707731;64.13794831;77.2063281;83.92577468;57.67138117
438;69.05458292;80.33874084;86.6152636;74.92031933;65.6199897;79.12928274;86.22526978;59.68631255
437;71.15366695;82.38746708;88.43468759;75.90209017;67.18600695;80.98444531;88.55589553;61.59975959
436;73.26383201;84.37818697;90.21871508;76.89589864;68.80591239;82.759477;90.87945755;63.36788686
435;75.32454504;86.3042446;91.93943095;77.89421214;70.4435153;84.4571394;93.16208145;64.95353844
434;77.27055904;88.12623844;93.54721565;78.8925816;72.07860424;86.04059106;95.3574493;66.33002968
433;79.05108888;89.83834975;95.01970996;79.88369396;73.67763835;87.51354026;97.43601776;67.48290805
432;80.62576818;91.44320666;96.34519794;80.85950204;75.20515059;88.89021736;99.37505832;68.40004129
431;81.97872407;92.94943435;97.5283792;81.81198573;76.62979735;90.19217589;101.163826;69.06360958
430;83.11499407;94.36763182;98.58656533;82.73307858;77.92420048;91.44403928;102.8004079;69.45049974
429;84.05198867;95.7056395;99.54277218;83.61460707;79.06390647;92.66826447;104.2863789;69.5356018
428;84.82106304;96.96220969;100.4228066;84.44897003;80.03128511;93.8774591;95.75745481;66.74504806
427;85.45489216;98.12273096;98.90166915;85.229142;80.81371276;95.06933732;86.12967211;54.68449133
426;85.98433164;89.04551154;86.73898179;83.95185591;81.4050782;96.22683902;77.34618347;46.58577409
425;77.82274504;79.00083275;76.04564495;73.58119247;80.14536531;83.96992502;69.32416947;41.10476247
424;68.93602648;69.95835842;66.65362192;64.43081498;71.08514469;71.14675515;62.0004648;37.36914292
423;61.03389864;61.79594641;58.40733023;56.35634976;62.86503777;60.22638562;55.31632271;34.80498507
422;54.01489152;54.40160525;51.15658923;49.23191565;55.42023054;50.8931208;49.21043507;33.03059773
421;47.76691636;47.67463852;44.75663988;42.94739808;48.68938656;42.87710553;43.61904917;31.79414829
420;42.17893422;41.52658628;39.074021;37.40678105;42.61695471;35.94953884;38.48149493;30.92947994
419;37.1398183;35.84681314;33.96561712;32.52933105;37.16893446;29.87744493;33.72853861;30.32678523
418;32.56963512;30.6157261;29.36068523;28.23804513;32.28214622;24.55625421;29.33210015;29.91374713
417;28.39839414;25.8271123;25.20336328;24.464917;27.89624764;19.90797574;25.27182019;29.64352791
416;24.55053961;21.42525317;21.40859315;21.15483405;23.98022259;15.80850553;21.50762438;29.48777985
415;20.96930061;17.40611568;17.93351478;18.25545343;20.48577293;12.20596908;18.02269096;29.43219248
414;17.60793676;13.77580862;14.74830056;15.71992259;17.36539625;9.068087887;14.80650992;29.47169183
413;14.4396997;10.54734765;11.83898575;13.50678726;14.57707055;6.376586512;11.85824165;29.61037377
412;11.46498024;7.741783807;9.21133037;11.5795434;12.08599543;4.127055791;9.190368911;29.85903876
411;8.714546241;5.382923193;6.889037503;9.90664016;9.868113882;2.321559458;6.82853127;30.22401872
410;6.237888803;3.489111459;4.903034263;8.46104866;7.909444627;0.958926035;4.803796246;30.70168137
409;4.090965617;2.071691829;3.284445488;7.219280538;6.201862214;0.033300535;3.146794982;31.2807491
408;2.331556063;1.127571859;2.057932473;6.161461658;4.745037616;-0.474633093;1.883285352;31.94282824
407;1.010043774;0.631984342;1.233023049;5.271152929;3.546436283;-0.605427515;1.027674082;32.65517773
406;0.159681475;0.542565169;0.801795959;4.534182976;2.615407334;-0.41517172;0.580001354;33.38093555
405;-0.082713849;0.805598299;0.741424182;4.143653571;1.957825067;0.03259969;0.526290319;34.1533186
404;0.764223217;2.085621798;1.721352763;4.877547539;1.731636905;1.438556122;1.008765402;35.34205067
403;2.061651519;3.788184972;3.161647904;5.664331871;2.563947055;3.216878532;2.708108962;36.77884521
402;3.763486005;5.705631123;4.871254758;6.499384609;3.595022345;5.158709038;4.70422941;38.4342284
401;5.78988507;7.762308111;6.776302528;7.377438423;4.806555835;7.189923829;6.929059184;40.26770383
400;8.04550144;9.882398696;8.794194067;8.293249144;6.176986876;9.235501777;9.308517596;42.23374882
399;10.43486472;11.99379185;10.8433218;9.242158165;7.685840539;11.22333478;11.77064377;44.28325642
398;12.868427;14.03472973;12.8500494;10.21968146;9.312286504;13.09213767;14.25030268;46.36430946
397;15.26385689;15.96679507;14.75712802;11.22017802;11.02832373;14.80730876;16.69378689;48.42334629
396;17.54889436;17.7755297;16.52567799;12.23676291;12.79898532;16.36184772;19.06008638;50.40672541
395;19.65999307;19.46294993;18.1303627;13.26176547;14.58512905;17.76769744;21.31768221;52.26330514
394;21.54359408;21.0456747;19.5590365;14.28687973;16.34460128;19.05359127;23.44440228;53.94725556
393;23.16729243;22.54917734;20.81501504;15.30420459;18.03926574;20.25780928;25.43036774;55.4186417
392;24.53525291;24.00686578;21.92431751;16.30700298;19.64101089;21.42664567;27.2843209;56.64739042
391;25.68638391;25.45739647;22.9333191;17.28975704;21.13210588;22.6114223;29.03184664;57.61541696
390;26.67863092;26.93162858;23.89353253;18.24844897;22.50548718;23.85366082;30.70411528;58.30735707
389;27.59136209;28.48918272;24.88462082;19.17679562;23.74524531;25.22970196;32.35033484;58.70351164
388;28.4766929;30.09448207;25.9172939;20.07605457;24.87436007;26.70250014;33.97685491;58.78141375
387;29.37478349;31.68872198;26.98357313;20.94840245;25.92115655;28.20862686;35.57657579;58.5296452
386;30.32996356;33.27449793;28.11490734;21.78910901;26.87932887;29.76055936;37.16277257;57.95998753
385;31.3503884;34.80535456;29.29686218;22.59567489;27.75243079;31.31409962;38.71641277;57.10014008
384;32.41991338;36.22562083;30.49824104;23.3646711;28.53768829;32.81584981;40.20426632;55.98591601
383;33.49698039;37.47551406;31.67282677;24.09177895;29.22479917;34.20844549;41.58067073;54.66153149
382;34.5249107;38.50555209;32.76894721;24.77429738;29.80324056;35.44198049;42.80015741;53.17749423
381;35.44863406;39.28110408;33.73910248;25.41268742;30.2699467;36.47697023;43.82740252;51.57891629
380;36.2174965;39.78137195;34.54381263;26.00822534;30.62250942;37.28727656;44.63545685;49.90118971
379;36.78815659;40.0012028;35.15504129;26.56218985;30.85677898;37.86347469;45.2067863;48.17543569
378;37.12864348;39.95064757;35.55800887;27.07606131;30.96848593;38.21224193;45.53485303;46.42954757
377;37.22170181;39.65713852;35.75430894;27.55132716;30.95287028;38.35910808;45.62612038;44.68860352
376;37.06652807;39.16211656;35.76071161;27.98996622;30.80735108;38.34420007;45.49979826;42.97566955
375;36.68314452;38.51457339;35.60751885;28.39532228;30.53669115;38.21422874;45.1877042;41.31300281
374;36.11524411;37.77136456;35.34041771;28.7719992;30.15320661;38.02311585;44.73538192;39.72429039
373;35.4259556;36.99206845;35.01532726;29.12617736;29.67797264;37.82589796;44.19862986;38.2371532
372;34.69059752;36.23155352;34.6905841;29.46585054;29.14160591;37.67022715;43.63782208;36.88343185
371;33.98945563;35.53793085;34.42244675;29.8004137;28.58179472;37.59458522;43.11383986;35.70278603
370;33.39867294;34.94970516;34.25904669;30.14035747;28.04093723;37.6253989;42.68304905;34.74421521
369;32.98523483;34.49378474;34.23702579;30.49695895;27.56447295;37.77524219;42.39421169;34.05568782
368;32.79737915;34.18790142;34.37861038;30.88120934;27.19480163;38.04671516;42.28470968;33.67519407
367;32.85878659;34.04060247;34.68896398;31.30331628;26.96840733;38.43299859;42.3777921;33.6265756
366;33.17029947;34.04874291;35.15590427;31.77275107;26.91691945;38.91522451;42.68222777;33.90753144
365;33.712519;34.20054635;35.75332982;32.29779183;27.06553917;39.46655139;43.19412446;34.49437303
364;34.45550577;34.49122039;36.45533751;32.88437218;27.4280734;40.07085336;43.90606015;35.35996539
363;35.35957154;34.91826003;37.23418954;33.53629985;28.00881813;40.7174738;44.80563249;36.47866791
362;36.37720773;35.48090834;38.06122987;34.2551729;28.80281985;41.40088346;45.87588712;37.82887722
361;37.45361681;36.18554573;38.9116672;35.03873007;29.78948118;42.12907003;47.09609323;39.39228672
360;38.52012629;37.0269318;39.75485764;35.87848121;30.92743207;42.90749632;48.42885305;41.14296055
359;39.51508577;37.99939029;40.56956673;36.76109253;32.16118016;43.74946196;49.83429058;43.04344291
358;40.40892817;39.10990289;41.35815931;37.67340879;33.44007501;44.68265568;51.29039979;45.05051723
357;41.20759876;40.37531809;42.14532242;38.60403665;34.72479232;45.74377273;52.79482065;47.11654792
356;41.95023065;41.82240572;42.97644357;39.54364584;35.98779658;46.97797282;54.36427825;49.19022162
355;42.70234883;43.47680977;43.90767339;40.4857725;37.21683256;48.42567967;56.02813693;51.21770619
354;43.54567524;45.34780742;44.99214679;41.42759993;38.41850026;50.10487282;57.81885435;53.144218
353;44.56680808;47.42655424;46.27367473;42.36926828;39.61392973;52.00988573;59.76617244;54.91662089
352;45.84586545;49.69034027;47.78398096;43.31256573;40.83115681;54.11751996;61.89319164;56.48630588
351;47.44769675;52.10687813;49.54132294;44.25966956;42.09821114;56.39322447;64.21349834;57.80994949
350;49.40747636;54.63699003;51.54529242;45.21183749;43.43516512;58.79543055;66.72540373;58.85384638
349;51.70047918;57.22399901;53.75599404;46.16856962;44.84711534;61.26447915;69.39497306;59.59667978
348;54.24283349;59.7918862;56.09374219;47.12748322;46.32433189;63.72092969;72.155409;60.02120617
347;56.92505516;62.25298127;58.46036202;48.08513719;47.85057331;66.07374358;74.92405136;60.10837269
346;59.62927713;64.50820483;60.7481096;49.03768832;49.40890543;68.22021907;77.60978712;59.84940419
345;62.23613911;66.45367038;62.84737978;49.98024439;50.97968659;70.05428007;80.11781902;59.2573926
344;64.63161442;68.00657065;64.66542308;50.90456642;52.52906252;71.49769018;82.36083993;58.35998494
343;66.70403306;69.11346882;66.12947983;51.79832406;54.004133;72.50983607;84.26061583;57.1925628
342;68.33849465;69.7417867;67.17817189;52.64635629;55.33765124;73.07648343;85.74354635;55.79814874
341;69.42352646;69.88985332;67.76559487;53.43436096;56.45931442;73.21452016;86.75127148;54.22752624
340;69.8659577;69.59342017;67.86795389;54.15288785;57.31057684;72.97286051;85.50500425;52.53697462
339;62.53068365;68.92135737;67.50088939;54.79683831;57.85126464;72.43025365;75.74376134;50.77644644
338;54.07361836;67.97245644;66.73520072;55.36458468;58.06371559;61.59668524;66.56695818;48.98512978
337;46.03400533;59.77611982;65.67504276;49.51574196;52.10004504;50.53610236;57.99657627;47.19680838
336;38.49329427;51.14167884;62.90589683;43.15482798;45.3908401;41.22530154;50.07032664;45.44084197
335;31.57173972;43.61611042;53.31261137;37.51332412;39.12008491;33.57050592;42.8640071;43.74254488
334;25.34997131;37.09131221;44.98630493;32.52014497;33.32593556;27.3114767;36.38722411;42.12398359
333;19.89804807;31.44063264;37.82187585;28.11645958;28.06072163;22.19403861;30.63823609;40.60520325
332;15.30501143;26.64639873;31.79512517;24.242924;23.33114042;18.11175855;25.65800466;39.20651853
331;11.61422917;22.62721979;26.82879687;20.85210613;19.16470094;14.89884178;21.44630872;37.95109603
330;8.840257004;19.31072349;22.84379601;17.90068764;15.57521266;12.41661759;17.99174727;36.8653451
329;6.962467942;16.62981459;19.75332951;15.34853804;12.5613655;10.54671768;15.26763491;35.98264463
328;6.123529549;14.50405579;17.43052729;13.56468357;10.09788338;9.568895595;13.20628163;35.34501052
327;7.093769836;14.82068133;18.12075874;14.0172843;9.654031203;10.8688718;13.67039315;34.99288861
326;8.496318745;15.73590135;19.56562265;14.53473395;9.801859699;12.27072422;14.85550452;34.95353454
325;10.22685841;16.76715811;21.16319126;15.12376678;10.22871028;13.6907021;16.29034837;35.22729044
324;12.17098797;17.77004042;22.76714189;15.79675663;10.98076283;14.95202867;17.88275727;35.79177809
323;14.26047525;18.73526661;24.33593956;16.55304133;12.04304086;16.04305021;19.60187428;36.61981025
322;16.42930344;19.6842723;25.85162532;17.38529786;13.3728549;16.9953758;21.42377838;37.6853147
321;18.56139262;20.53389193;27.21677732;18.28813855;14.94524655;17.72560354;23.26316268;38.96549446
320;20.53803829;21.27717524;28.38163474;19.24500943;16.68215274;18.24848062;25.05433438;40.44231873
319;22.21763874;21.91875192;29.29161981;20.2372777;18.49131824;18.59330125;26.72552784;42.10101888
318;23.45617954;22.48057908;29.90005777;21.24540292;20.2733202;18.80890528;28.21042036;43.91869964
317;24.18421917;23.01333302;30.21241238;22.25228085;21.94670795;18.97351062;29.48601443;45.86021133
316;24.43745474;23.59280233;30.29928153;23.24519204;23.46173512;19.18907494;30.58488999;47.88380873
315;24.3160497;24.30509111;30.26791701;24.21485687;24.79162027;19.56554835;31.5723363;49.94246008
314;23.958736;25.23147822;30.24085766;25.15528722;25.92967415;20.20410684;32.52984639;51.98458153
313;23.52585413;26.43500588;30.34000057;26.06393236;26.88895391;21.18210811;33.5430842;53.95519879
312;23.18259303;27.93709833;30.66475003;26.94295314;27.70775282;22.52574992;34.68688796;55.79753375
311;23.07557164;29.70328618;31.27233705;27.79915853;28.44735711;24.19417965;36.01017124;57.4556712
310;23.32707657;31.67683535;32.19514308;28.64005067;29.17077372;26.12099547;37.54380821;58.87761366
309;24.03338847;33.80751793;33.45704026;29.47068849;29.92604092;28.24948899;39.30888808;60.01640545
308;25.2497076;36.04641886;35.06303555;30.29328436;30.74275436;30.5272011;41.30830721;60.8351092
307;26.96500265;38.33418911;36.97999418;31.10699283;31.62842862;32.89284829;43.51191746;61.31052888
306;29.06511968;40.58811291;39.11071835;31.90732438;32.56134583;35.2621049;45.83626948;61.42606723
305;31.37448532;42.70662883;41.31674032;32.68828842;33.5056032;37.53065391;48.16477972;61.17636314
304;33.73113875;44.58362637;43.46302976;33.44557807;34.43469247;39.58723901;50.38592191;60.57715159
303;36.00523197;46.11723293;45.4302314;34.17843081;35.33968605;41.32062413;52.40597231;59.65739001
302;38.0958216;47.21679638;47.11496381;34.890656;36.23039104;42.62507449;54.15178001;58.45240767
301;39.92796414;47.83488637;48.44869563;35.58605956;37.11302801;43.44130146;55.57842548;57.00479553
300;41.44619062;47.9819884;49.40535308;36.26479385;37.97382137;43.7775866;56.66914079;55.36414348
299;42.59521832;47.70029872;49.97664767;36.92470251;38.78477224;43.67925274;57.41822199;53.58700662
298;43.30958129;47.0478142;50.1576956;37.56226152;39.50785893;43.20998291;57.82129902;51.73450476
297;43.51520886;46.09523514;49.9461803;38.17279456;40.09673992;42.44828964;57.87485922;49.86038651
296;43.15164335;44.92294013;49.35172485;38.7517907;40.50650077;41.4831567;57.58488135;48.00650248
295;42.23478329;43.62954386;48.43188119;39.29739211;40.71352618;40.42168268;56.99715815;46.20810278
294;40.86449346;42.32972183;47.29474333;39.81089602;40.71924587;39.38631118;56.19982551;44.49478334
293;39.17410709;41.13387857;46.06238375;40.29581772;40.54046907;38.49283585;49.63158373;42.89085893
292;37.31599485;40.1397799;44.85896373;40.75782133;40.207813;37.84110773;42.66717707;41.41618404
291;35.45986441;39.44414017;43.81682732;41.20338578;39.75852809;37.52930046;36.52380314;40.08743139
290;33.75964766;39.08326029;43.0252868;41.64387538;39.25519883;37.58353377;31.19825981;38.92046135
289;32.34832896;39.05022448;42.53833563;42.09344008;38.77413164;37.9791249;26.66616816;37.93300928
288;31.34880242;39.34751915;42.41113413;42.56424385;38.3809857;38.70406976;22.90347709;37.14520371
287;30.85134841;39.96104832;42.67375965;43.06771021;38.13547393;39.72876566;19.86936286;36.58343994
286;30.91427283;40.87564581;43.340685;43.61299117;38.08321917;41.02481727;17.51297837;36.28221132
285;31.5656333;42.07395527;44.41102997;44.20711987;38.2568634;42.56368794;15.77464302;36.27122908
284;32.77006665;43.52347196;45.84475147;44.85437684;38.6695743;44.30269797;16.81062295;36.55424938
283;34.43625868;45.17552522;47.56595936;45.55659315;39.31786798;46.18378944;18.62941661;37.11153708
282;36.457714;46.96939149;49.48741945;46.31323968;40.18986771;48.13949281;20.70161396;37.91721532
281;38.7266572;48.83347437;51.51841968;47.12178303;41.26922466;50.09419218;22.952928;38.94515957
280;41.14599377;50.69546688;53.57441443;47.97921219;42.54050709;51.9727868;25.31238995;40.17214125
279;43.63151988;52.49309531;55.58347066;48.8819122;43.98697807;53.7122551;27.71760043;41.57893597
278;46.10839601;54.18610725;57.49133643;49.82449895;45.58348804;55.27598064;30.11722634;43.15105088
277;48.51240222;55.76170671;59.26500059;50.79956659;47.29476756;56.65991901;32.47351554;44.87675796
276;50.78685494;57.22358453;60.88452482;51.79877224;49.08062189;57.8791794;34.75760295;46.73546806
275;52.87452268;58.5814163;62.33284298;52.81347319;50.89848701;58.955612;36.94262735;48.69350283
274;54.725391;59.85095396;63.59965522;53.83512251;52.7063803;59.91759557;39.00716655;50.70972089
273;56.30222475;61.05327644;64.68378774;54.85559077;54.46531258;60.79896815;40.93739386;52.73681998
272;57.59052178;62.21223507;65.59671032;55.86785444;56.14422916;61.63565617;42.73054157;54.72207412
271;58.61068698;63.35677538;66.37002681;56.86631269;57.72318573;62.46812385;44.40089227;56.60851454
270;59.40115571;64.51552117;67.04415424;57.84626374;59.18913987;63.33581444;45.97045937;58.33658406
269;60.00194219;65.7096894;67.65630909;58.80350126;60.53258104;64.26966327;47.45925126;59.84697899
268;60.45949326;66.95507179;68.24430787;59.73417272;61.74770081;65.29462234;48.88782877;61.08406962
267;60.83533243;68.30704347;68.87765723;60.63049538;62.81075055;66.48426568;50.29519479;61.99766827
266;61.15533064;69.71456163;69.54660935;61.49251365;63.73837165;67.78617979;51.66982429;62.5489583
265;61.44291697;71.11060133;70.23222107;62.32052472;64.55090504;69.13067969;52.99277276;62.71538994
264;61.74181627;72.50767798;70.97414577;63.10652359;65.22915727;70.54600766;54.27788785;62.49405768
263;62.0714513;73.86200434;71.76830659;63.84560714;65.7707471;71.99522167;55.50911885;61.90411054
262;62.44829314;75.12748167;72.60844893;64.53240252;66.17161941;73.43960118;56.66781962;60.977149
261;62.89462218;76.26979291;73.49374205;65.16439021;66.43573884;74.84832553;57.74549233;59.74981273
260;63.43404767;77.26892596;74.42605406;65.74311199;66.57750487;76.19892878;58.74437347;58.26464039
259;64.07906835;78.10962408;75.40130068;66.27182151;66.61345493;77.47061489;59.66619532;56.57079027
258;64.81228289;78.77287737;76.39621357;66.75444163;66.55661404;78.63622903;60.50029052;54.72362386
257;65.59339428;79.2351722;77.37161971;67.1957858;66.41889395;79.6614162;61.2261996;52.78453676
256;66.38205559;79.47335137;78.28653287;67.60232445;66.21750366;80.50946181;61.8253036;50.81844483
255;67.13737252;79.46246401;79.09667129;67.98234731;65.97582756;81.13874916;62.27989334;48.8817592
254;67.80244036;79.11858683;79.7134597;68.3505656;65.74721731;81.43457552;62.54785105;47.01779688
253;68.35998507;78.47692102;80.13684284;68.71296497;65.53986869;81.42319703;62.64355;45.26204415
252;68.79896256;77.59689067;80.38294384;69.07443919;65.35461624;81.15832684;62.59285064;43.64309738
251;69.07672173;76.45049587;80.39985844;69.44769457;65.2294646;80.58779654;62.38063811;42.18305937
250;69.16373616;75.08324452;80.18496068;69.83924311;65.16946386;79.74725241;62.02146016;40.89841217
249;69.0161349;73.55345166;79.7359185;70.25370743;65.16768163;78.68823982;61.52779631;39.80137421
248;61.57060733;71.92876808;79.04677764;69.02915068;65.20393285;77.47485419;60.9064581;38.9023746
247;53.30101514;70.29014238;78.12228256;60.31132021;65.25187096;73.91174669;60.1704117;38.21286788
246;45.60711836;67.22438665;77.00853275;52.69039539;58.79266967;60.538376;59.36394159;37.74599902
245;38.48831627;57.57387793;67.26985419;46.03382753;51.79720045;49.37684378;57.32430434;37.52064074
244;31.98607118;49.3413835;57.16219739;40.22591419;45.54354661;40.20613179;49.74111922;37.56055179
243;26.16850256;42.47810346;48.44412316;35.16581248;39.96925621;32.83486394;43.14268162;37.87194392
242;21.12162266;36.93816012;41.0816217;30.76481205;35.02379214;27.10013238;37.54038894;38.43849603
241;16.92266636;32.61285605;35.01042785;26.94746749;30.6844347;22.79005397;32.91838801;39.23697431
240;13.60866641;29.32060725;30.11962058;23.64512331;26.93424253;19.6412692;29.21140088;40.24256463
239;11.19363918;26.87549377;26.29479767;20.79328202;23.74525499;17.41153116;26.33839209;41.43198612
238;9.997076575;25.74262928;23.42897783;18.85651297;21.09256621;15.89258852;24.22261067;42.78558276
237;11.21697827;28.23543273;24.4641429;19.72628218;19.43532183;17.77083664;23.38413432;44.28766812
236;13.22283266;31.03050492;26.66495813;20.63923837;20.5983594;20.51734498;26.06683996;45.92678997
235;15.91871189;34.04391482;29.30743133;21.59035929;21.98856365;23.46027232;29.14727696;47.69352638
234;19.09854649;37.16418964;32.23246054;22.57280847;23.56278009;26.48496064;32.49207254;49.56875955
233;22.56245587;40.27052114;35.27717446;23.58212964;25.28892179;29.46332092;35.96875404;51.51941499
232;26.1487474;43.22965938;38.28919467;24.61799718;27.15926242;32.24910915;39.45855956;53.50408079
231;29.71677349;45.88751729;41.11376939;25.68368535;29.18678226;34.66924541;42.84575221;55.47431258
230;33.14866542;48.12337632;43.62707108;26.78033326;31.37535061;36.59014189;46.03523202;57.37538987
229;36.34905714;49.8978932;45.76482448;27.90174208;33.6925232;37.9765692;48.96730914;59.14756485
228;39.21411589;51.22157841;47.4889689;29.03543386;36.07298494;38.85551112;51.59358325;60.72789185
227;41.60338985;52.12208994;48.75494376;30.16403604;38.42391471;39.27836587;53.85374358;62.05343495
226;43.32264375;52.63210666;49.49662846;31.26510842;40.62328487;39.30776487;55.66367022;63.06533244
225;44.17800698;52.79224291;49.65526611;32.31331237;42.5380366;39.01944781;56.93974024;63.71151738
224;44.11478486;52.67267836;49.26058759;33.2857193;44.06683429;38.52232091;57.66684833;63.95381936
223;43.21214786;52.36283709;48.42179828;34.1628214;45.14439818;37.94574147;57.89305284;63.78338038
222;40.6589859;51.94434807;47.2677636;34.92758256;44.73203657;36.21865148;51.79438135;63.22180508
221;33.42577377;50.33741854;45.95140605;35.57198149;39.27163557;29.47714359;44.90006454;60.24042219
220;26.71406049;43.53290108;44.64135096;31.80727872;33.96119384;24.01118261;38.52316537;49.86471946
219;20.68252661;37.60064164;43.4611155;27.6239225;28.87333155;19.63650978;32.72053322;42.86799346
218;15.45464958;32.41160551;42.48650591;23.8812642;24.10287244;16.1288272;27.5193484;38.11805871
217;11.12487252;27.86278956;41.79027061;20.54586004;19.72756917;13.31016185;22.94242576;34.88028865
216;7.74654086;23.88491573;41.4415781;17.58566732;15.79665555;11.05555916;19.00487291;32.67917818
215;5.329748162;20.42855213;41.49641315;14.97038131;12.3362382;9.273491816;15.70857628;31.20828583
214;3.805699461;17.44186857;41.96491094;12.6706751;9.345472263;7.87930646;13.01893079;30.26924911
213;3.153659532;14.84595997;42.76109278;11.00947288;7.048553517;7.100674473;11.21173504;29.72409804
212;3.842596904;14.53152419;43.75151448;11.25369984;6.325418637;8.077621385;11.58256121;29.47133102
211;4.762323617;14.59542623;44.82296563;11.5195455;5.732458434;8.980728842;12.04573788;29.43733416
210;5.813447003;14.54879963;45.87382291;11.82059626;5.305970561;9.715811515;12.54990392;29.56744424
209;6.919645438;14.30678512;46.80232949;12.17321238;5.100651793;10.16360895;13.04677543;29.8197545
208;8.020894318;13.80452106;47.52768164;12.59166935;5.163696397;10.22997227;13.50062369;30.16147727
207;9.074520853;13.05064324;48.0225048;13.082517;5.505287497;9.911267292;13.90542528;30.56698626
206;10.03715297;12.10414019;48.2903914;13.64585783;6.103769607;9.267216859;14.26947255;31.01750081
205;10.83561026;11.03636103;48.32946923;14.27731807;6.913839013;8.376554172;14.5901812;31.5010913
204;11.34894448;9.922908609;48.11893695;14.96775475;7.863424077;7.328216074;14.8434573;32.01088065
203;11.42119202;8.837740352;47.62175415;15.70462748;8.8621672;6.213465213;14.98753222;32.54452962
202;10.98226375;7.876305129;46.85781137;16.4762049;9.836388806;5.148550558;15.023585;33.09337887
201;10.10046814;7.159491502;45.9324276;17.2737428;10.74671843;4.277579106;15.01986813;33.64062644
200;8.903864222;6.795562755;44.97905567;18.08776022;11.56704764;3.735286673;15.06154446;34.17058696
199;7.546787079;6.86590698;44.13418895;18.90783515;12.27964173;3.630961678;15.23158375;34.67118272
198;6.227556335;7.509103641;43.59027075;19.7197168;12.85167277;4.142077012;15.65005383;35.13476099
197;5.110172599;8.667259831;43.40514372;20.52851988;13.34768749;5.206797247;16.36093088;35.55821587
196;4.340014043;10.21124188;43.58366674;21.34701071;13.86824637;6.675202679;17.37887214;36.84354351
195;4.082014479;12.13654875;44.21248099;22.17768168;14.45819267;8.545767643;18.76802566;38.41263581
194;4.459336189;14.38079012;45.3220918;23.02777595;15.18108796;10.746629;20.55694994;40.09278698
193;5.555970269;16.89685784;46.93179789;23.90168426;16.07946759;13.22490484;22.76263093;41.87604647
192;7.399321415;19.63896221;49.03317443;24.80115408;17.17471954;15.93094718;25.37810632;43.74390031
191;9.896986284;22.5371844;51.54425316;25.7241562;18.45511083;18.79074716;28.33623278;45.66300349
190;12.84708034;25.49351778;54.31248714;26.66565608;19.88137869;21.70097273;31.51278642;47.59080198
189;16.05138069;28.40220021;57.18243884;27.62169445;21.4202025;24.54855509;34.78279098;49.47685692
188;19.35434252;31.15193409;60.01637253;28.59120915;23.05811549;27.21173888;38.03834912;51.26366878
187;22.60280568;33.53593415;62.62144384;29.58279661;24.83391404;29.4528993;41.14217359;52.88810124
186;25.71198073;35.53085396;64.94730422;30.58983433;26.7126609;31.25473547;44.04495451;54.28357641
185;28.61885116;37.17306895;66.99015438;31.60038236;28.63412957;32.67225317;46.7254634;55.38392637
184;31.2163275;38.38251866;68.65630657;32.61136797;30.58217248;33.62188665;49.10555115;56.12841014
183;33.40715503;39.18190498;69.91840186;33.60921651;32.48673846;34.14549299;51.14335933;56.46560703
182;35.07327951;39.60089528;70.74361548;34.57796778;34.2640267;34.29523938;52.78950145;56.3710384
181;36.07889613;39.67404098;71.09371667;35.49983015;35.81939278;34.13064351;53.98793013;55.86035638
180;36.34556103;39.45131194;70.96767876;36.35867638;37.07275794;33.7271746;54.71289324;54.97103109
179;35.90972606;39.00843379;70.43418078;37.14374519;37.98091605;33.18353037;54.99925482;53.74575927
178;34.87796826;38.43948386;69.60254691;37.85021401;38.53125969;32.61095378;54.92273321;52.23103305
177;33.39406919;37.83918144;68.59712817;38.47831673;38.73554704;32.11467323;53.40196557;50.4772688
176;31.62191439;37.28953925;67.54325889;39.03184957;38.62418312;31.78162098;46.34692913;48.53934412
