#Best run for each simulation of the study Legrain et al., (2023): A gradual change is more likely to have caused the Mid-Pleistocene Transition than an abrupt event;;;;;;;;
;;;;;;;;
Age (ka);ORB simulation Ice volume (m sl);ABR simulation Ice volume (m sl);GRAD simulation Ice volume (m sl);ABRkO simulation Ice volume (m sl);GRADkO simulation Ice volume (m sl);ABRag Ice volume (m sl);GRADag Ice volume (m sl);SYN simulation Ice volume (m sl)
1511;52.80554499;9.21257991;49.17801503;49.62641793;51.02076563;37.06903982;44.95789747;19.93985407
1510;54.00482926;10.99175391;50.52851704;50.47373202;52.01213156;38.37087609;45.92015868;21.65980528
1509;55.53260254;12.98527411;52.13213245;51.34703791;53.11352012;39.86901296;47.12677188;23.462266
1508;57.40793849;15.14903237;53.9797566;52.24540384;54.33544719;41.51961153;48.5655137;25.29008529
1507;59.59997352;17.42238244;56.02733558;53.16737404;55.67941796;43.26015727;50.19742684;27.09645905
1506;62.03847777;19.72933872;58.20186089;54.11134902;57.14120025;45.01055727;51.9617861;28.8455633
1505;64.63251596;21.98505868;60.41453887;55.07580959;58.71421913;46.68038931;53.78624521;30.51629572
1504;67.27948694;24.09805318;62.56670937;56.05944409;60.39146015;48.1714083;55.59137915;32.10377846
1503;69.87352354;25.98996256;64.5659237;57.0593858;62.15734762;49.40154523;57.30043906;33.60881565
1502;72.31179988;27.61420977;66.34035757;58.0694264;63.97933045;50.32767634;58.84780351;35.02861371
1501;74.48316761;28.94651387;67.82785;59.08015809;65.80790113;50.93494562;60.17075078;36.35497052
1500;76.2615096;29.98012532;68.97011541;60.07884191;67.57574193;51.23169506;61.20475571;37.57426183
1499;77.51379855;30.72609723;69.71706207;61.04965385;69.20021515;51.24969985;61.88695929;38.66816456
1498;78.15318988;31.21839853;70.05588788;61.97609016;70.60160797;51.04791139;62.18123956;39.61477565
1497;70.29531125;31.51403071;62.14821202;62.84292969;70.23650712;50.71085635;62.09342605;40.38939168
1496;61.30888525;31.6847515;53.49580935;63.63678458;62.73049908;50.3384244;61.66287711;40.96662354
1495;52.88764925;31.03687713;45.74556984;57.1340106;55.68559246;50.02923854;55.49276112;41.32145259
1494;45.11766215;26.9256375;38.90543004;50.02539438;49.06127404;43.02282748;48.74829061;41.43138472
1493;38.10403928;23.35619508;32.97419295;43.71647743;42.863424;36.04720307;42.61237762;41.28387539
1492;31.93755071;20.2663083;27.92016265;38.12222076;37.1278301;30.32385954;37.1033781;40.87417871
1491;26.69112251;17.59139853;23.70453656;33.16994872;31.89310886;25.6319445;32.23271373;40.19934062
1490;22.41436076;15.28375162;20.289955;28.7953646;27.18663081;21.79472697;28.00818067;39.25933489
1489;19.11295669;13.30466043;17.62570997;24.94068627;23.01920278;18.66693544;24.42200027;38.0584543
1488;17.14278647;11.60213464;15.60640083;21.55217441;19.372154;16.62636356;21.41721221;36.6069539
1487;18.00306336;11.80423499;16.28588175;18.57956482;18.51378525;17.41600327;20.84346247;34.92357118
1486;19.14188555;12.31130861;17.55158649;18.4351936;18.25041754;18.14953161;20.78284199;33.03814592
1485;20.4312275;12.68897908;18.81892849;18.83473933;18.10519027;18.72476369;20.74467022;30.99185445
1484;21.75224997;12.78245838;19.92600335;19.27144518;18.14818369;18.94236449;20.6378865;28.84058977
1483;23.03768611;12.56062803;20.80949116;19.75484375;18.40241405;18.75103914;20.43331313;26.65610172
1482;24.2424661;12.06021908;21.45771242;20.28828419;18.86115323;18.18176209;20.1325514;24.51509306
1481;25.29140045;11.26585421;21.81408079;20.87815025;19.5321101;17.20457187;19.70676486;22.48959897
1480;26.09409005;10.24428209;21.86417704;21.52074938;20.36943967;15.89149646;19.14550514;20.64486815
1479;26.50382327;9.073974409;21.57430493;22.20687403;21.29465889;14.33344523;18.41590649;19.03905198
1478;26.33996004;7.843773238;20.90176431;22.92310302;22.20602034;12.63763733;17.47207246;17.72356017
1477;25.53539563;6.674713228;19.88025064;23.65764107;23.02482849;10.94736916;16.3270555;16.74357391
1476;24.19143938;5.724448793;18.64962991;24.40271587;23.71419133;9.445131227;15.07831724;16.13772243
1475;22.48613979;5.151224392;17.39020457;25.15268298;24.26065512;8.313921059;13.85529658;15.93830598
1474;20.6363699;5.084015194;16.28943398;25.90242517;24.6671439;7.706915567;12.79057371;16.16661444
1473;18.88424642;5.608500267;15.52613598;26.64873515;24.95749701;7.729893195;12.01015407;16.80927096
1472;17.4650176;6.714579144;15.21946812;27.39744435;25.20385746;8.373069218;11.60632956;17.81826088
1471;16.58582151;8.31024839;15.42572199;28.16167717;25.51343147;9.527573575;11.6335549;19.13400402
1470;16.43358516;10.31594142;16.19775858;28.95291288;25.98104266;11.09938508;12.14205468;20.69209252
1469;17.15565024;12.68040794;17.58476399;29.7784102;26.6731737;13.02935801;13.17440724;22.42668061
1468;18.82688245;15.35785549;19.60270785;30.64160661;27.62700198;15.26715638;14.74365807;24.27324679
1467;21.34399831;18.2690397;22.15969638;31.54002913;28.82898052;17.72924949;16.77408571;26.17099816
1466;24.43319951;21.29095041;25.05375055;32.46665221;30.22310575;20.28620459;19.10119086;28.06582438
1465;27.82966354;24.28864798;28.0798431;33.41649516;31.76450989;22.79311562;21.56100688;29.91322747
1464;31.34020851;27.11554465;31.06099042;34.38991513;33.4436972;25.08724386;24.01773233;31.67885479
1463;34.81029613;29.59598782;33.82185635;35.39246582;35.28263947;26.9685406;26.34354074;33.34220788
1462;38.11360382;31.58648276;36.22009492;36.42789294;37.29669838;28.27488195;28.43316193;34.89813836
1461;41.15396429;33.05024665;38.19152943;37.49056075;39.45453951;28.972758;30.22825843;36.34630825
1460;43.8329392;34.02018371;39.71238552;38.56737834;41.68525133;29.11386672;31.6913182;37.68192946
1459;46.00738129;34.54922743;40.74929599;39.64032158;43.88792116;28.77704574;32.77098091;38.89402083
1458;47.47139104;34.69576712;41.24189373;40.68685718;45.93220575;28.05150446;33.38938497;39.96556962
1457;48.03919934;34.53218834;41.1484663;41.68372291;47.68677648;27.04321024;33.48156697;40.87462052
1456;47.69711331;34.16937032;40.53492318;42.61292529;49.06655128;25.89739705;33.0704576;41.59603847
1455;46.58655317;32.93482017;38.56660121;43.46246082;50.03452884;24.78104373;32.25482567;42.10324078
1454;40.05463384;28.12130723;32.02540203;44.22449486;45.41223485;23.84500359;31.1537964;42.3714846
1453;33.04350418;24.16812435;26.39851116;39.68409413;39.87393326;23.40774829;29.96813314;42.38944304
1452;26.7125412;20.87693156;21.60575536;34.67008059;34.60099799;22.62468;28.75445177;42.15913212
1451;21.15617056;18.01295966;17.53223602;30.21978966;29.72369286;18.83713096;27.53610598;41.6838728
1450;16.51039388;15.61891962;14.2484115;26.26889985;25.24443206;15.87011941;26.45123543;40.96660143
1449;12.82775962;13.60296911;11.705523;22.77121153;21.21197096;13.53996426;25.56184773;40.01157334
1448;10.10982687;11.90230351;9.84867549;19.68270642;17.64462357;11.71399009;24.91613713;38.82532963
1447;8.299941426;10.46415646;8.602198997;16.96209352;14.53673217;10.28473864;24.53702746;37.41793468
1446;7.497244965;9.531223559;8.122951827;14.56947893;12.20840934;9.463641925;24.38605459;35.80448404
1445;8.479986112;10.19011422;9.365992965;12.85975182;11.89948326;10.33885667;24.36536992;34.00751125
1444;9.667783512;10.73900715;10.67042376;13.24846449;11.66051312;11.10686452;24.37856568;32.05951862
1443;10.93189699;11.10302436;11.92015577;13.6455862;11.50484684;11.67066876;24.35255289;30.00314885
1442;12.15015506;11.11634049;12.94802347;14.06893605;11.49923845;11.82173557;24.18875975;27.89453114
1441;13.27099634;10.79720396;13.73024188;14.52167397;11.63887764;11.57169697;23.87829899;25.80441577
1440;14.26750385;10.22967092;14.29404199;15.00164313;11.89299247;11.0109946;23.4440372;23.8072935
1439;15.06972598;9.386436691;14.57960929;15.51566298;12.27438723;10.0966827;22.85457285;21.9718271
1438;15.61947298;8.341609762;14.5930611;16.06075668;12.74496152;8.908746909;22.11569578;20.35881098
1437;15.84268843;7.17926451;14.33880801;16.63190022;13.25439521;7.540287464;21.2291806;19.02096523
1436;15.65851217;5.986884437;13.82016609;17.22315354;13.74718851;6.089185525;20.19467629;18.00341877
1435;15.05762802;4.867137567;13.08500145;17.83060513;14.18671781;4.669055929;19.04786248;17.34436922
1434;14.13717495;3.939449743;12.24392659;18.45403144;14.56786691;3.409705665;17.87626058;17.07492322
1433;13.03900196;3.317599339;11.42694538;19.09558645;14.90414986;2.433084058;16.7846697;17.21664645
1432;11.92606752;3.098193065;10.76545712;19.75932455;15.2234974;1.840949206;15.88073134;17.76732929
1431;10.9846221;3.41171798;10.42396175;20.44576573;15.54018489;1.77741634;15.2916938;18.69351761
1430;10.34190056;4.224451451;10.44627616;21.164254;15.91937093;2.19737957;15.06194084;19.94369811
1429;10.08651134;5.440617097;10.82717835;21.92268166;16.42634846;2.991393361;15.19332198;21.45935333
1428;10.30881416;7.051925792;11.61635389;22.71820231;17.07324068;4.15946169;15.71417986;23.17891907
1427;11.04762903;8.990712402;12.8030898;23.55113446;17.88393366;5.63187463;16.61124526;25.04012212
1426;12.30861929;11.19204453;14.36143567;24.42017797;18.86927714;7.342986325;17.85797113;26.98197894
1425;14.06507943;13.59230521;16.24927325;25.32300753;20.02948635;9.228786519;19.41485043;28.94673724
1424;16.23400068;16.12038642;18.39130233;26.25589281;21.34959259;11.21723963;21.21609884;30.8825928
1423;18.69711442;18.70062754;20.69130327;27.21439717;22.80565271;13.23114344;23.17971349;32.74651896
1422;21.33852322;21.261446;23.05586655;28.1944505;24.37455934;15.19706982;25.2267021;34.50476696
1421;24.0544615;23.74021107;25.40227491;29.19221683;26.03468943;17.05112167;27.2867584;36.13656778
1420;26.74463456;26.03848483;27.62807799;30.20790651;27.78595625;18.68536628;29.27998452;37.63563096
1419;29.35374654;28.17426613;29.72179915;31.23237914;29.58282383;20.1312812;31.18326109;38.999624
1418;31.8384408;30.18755726;31.69109928;32.25469706;31.37181459;21.44689072;32.98548937;40.22097978
1417;34.14147332;32.03471276;33.48795513;33.27113317;33.13770445;22.59007061;34.64238635;41.28532862
1416;36.23187335;33.72459429;35.10924608;34.273275;34.84454872;23.5826008;36.13709156;42.17202558
1415;38.08756313;35.26370141;36.55613532;35.25232532;36.45758567;24.44481368;37.45477386;42.85588334
1414;39.69883696;36.65148431;37.83343431;36.19940635;37.94597927;25.19033525;38.58230737;43.30988757
1413;41.06415876;37.87795517;38.94624947;37.10546636;39.28211325;25.82355009;39.50555034;43.50810184
1412;42.17937666;38.92062841;39.89276666;37.96108921;40.43928462;26.33623192;40.20370745;43.43947504
1411;43.03875855;39.74575292;40.66484371;38.75697308;41.39322127;26.70809147;40.65074194;43.11719044
1410;43.63690112;40.3209974;41.25231532;39.48625525;42.12734519;26.91632194;40.82385865;42.55912953
1409;43.972096;40.63224108;41.64888222;40.14782283;42.64068057;26.94788543;40.71529658;41.77629553
1408;44.05207751;40.68266538;41.85638618;40.74503398;42.94513906;26.80092327;40.33283849;40.77883416
1407;43.87988874;40.48266816;41.87601298;41.2824784;43.05407753;26.4789011;39.68677578;39.57756809
1406;43.45512111;39.1183942;41.71129011;41.76532564;42.97975319;25.99515878;38.79109007;38.18481002
1405;42.78679977;33.35160002;41.37511317;42.199599;42.7369257;25.37344021;37.66886022;36.61546483
1404;41.89230424;28.10052135;40.89059282;42.59173972;42.3407849;24.65063659;36.35223153;34.88842411
1403;40.80161983;23.35937687;39.28595502;37.93931548;41.8079328;23.87597837;34.88356768;33.02888395
1402;39.56519654;19.13030745;33.12868047;32.9112234;41.16073661;23.10614335;33.31728636;31.07081302
1401;38.25240259;15.42126089;27.72977005;28.48288644;40.42674917;22.40419202;31.71860321;29.05709021
1400;36.94670777;12.23506562;23.05762739;24.58982157;39.64172517;21.82714979;30.15768358;27.04284519
1399;35.74823189;9.565845235;19.08753888;21.17701719;38.85232382;21.42065424;28.70902701;25.09661621
1398;34.76463463;7.400981555;15.79713321;18.19704764;38.11143562;21.22098808;27.44766136;23.28952164
1397;34.10156646;5.719683477;13.16094828;15.60861464;37.47472905;21.25312395;26.44386607;21.68576993
1396;33.86029838;4.493906566;11.14982674;13.37544224;36.99896623;21.53118909;25.76187597;20.34072423
1395;34.11451613;3.686497335;9.719223053;11.46457233;36.73380149;22.05642655;25.4485815;19.30082384
1394;34.88081234;4.207058988;10.40781462;10.18012034;36.71349782;22.80856971;25.51726564;18.60421408
1393;36.12596817;5.187459714;11.74289702;10.74253929;36.95940228;23.74498253;25.95031155;18.28157001
1392;37.78562282;6.380377049;13.32315294;11.3775121;37.4856794;24.80284529;26.70807457;18.35326369
1391;39.77611888;7.716173611;15.06394817;12.08950765;38.30354868;25.89812149;27.73359969;18.81736129
1390;42.00205538;9.100749785;16.86487008;12.88105155;39.4205834;26.92382499;28.95309067;19.65157593
1389;44.35178053;10.43571714;18.62223457;13.74806465;40.82028392;27.77864193;30.27787447;20.81895484
1388;46.7084546;11.64987263;20.24991105;14.68001065;42.45824632;28.40015714;31.6220854;22.26904743
1387;48.95118257;12.70226663;21.67699977;15.66362784;44.27387981;28.76196877;32.9082448;23.94617988
1386;50.93893541;13.57907351;22.83735969;16.68297654;46.18773982;28.8696194;34.0598023;25.79236058
1385;52.50367743;14.28656776;23.66196721;17.71986885;48.10293072;28.75222379;34.99597173;27.74885428
1384;53.50264941;14.8593978;24.10952406;18.75587418;49.92120227;28.47014671;35.65741104;29.75771803
1383;53.89696154;15.37320776;24.21273849;19.7751783;51.56660007;28.12699444;36.0447416;31.76350566
1382;53.7500456;15.93116759;24.06997341;20.76554748;52.99113508;27.85384284;36.21326634;33.71588429
1381;53.19227483;16.64403863;23.81635029;21.71817638;54.17086355;27.78703425;36.25078927;35.57243113
1380;52.42813378;17.70856252;23.67396126;22.61984653;53.89688501;28.16355808;36.30534572;37.29912686
1379;51.63711811;19.09922544;23.72109941;23.4785901;48.03242214;28.95138461;36.44354087;38.87406038
1378;50.99819719;20.71010225;23.98836112;24.31047099;42.69596333;30.02096483;36.70614974;40.28894671
1377;50.72348903;22.57124982;24.60345627;25.11922711;37.88095233;31.4070196;37.19133909;41.53867431
1376;50.97893981;24.62904448;25.62238838;25.91415874;33.60521465;33.04537484;37.94995244;42.61228757
1375;51.8913546;26.84074686;27.08885694;26.70089893;30.55914771;34.88757349;39.01857692;43.49178458
1374;53.50351176;29.15650432;29.00144046;27.4808794;31.30688107;36.88091088;40.39412756;44.1532884
1373;55.68292325;31.48744762;31.24963583;28.24978757;32.13847206;38.93351055;41.98368633;44.56973244
1372;58.17867624;33.71148602;33.64450026;29.0007012;33.00302215;40.91774552;43.63205581;44.71474863
1371;60.77209336;35.70190779;36.00855256;29.73032929;33.8694114;42.69658853;45.19824169;44.57609229
1370;63.30327089;37.32387518;38.18424504;30.44293882;34.74556341;44.11464181;46.56823884;44.16722245
1369;65.64905344;38.42806913;40.01923846;31.14991449;35.67359108;44.99122873;47.64342032;43.51718785
1368;67.71795598;38.92050041;41.40782711;31.86016207;36.68262536;45.2091369;48.35812554;42.65155225
1367;69.4443009;38.80785106;42.31558836;32.57457905;37.75990809;44.77098262;48.69082241;41.58852825
1366;70.75344176;38.149767;42.73430287;33.28880099;38.8623433;43.74315566;48.63343623;40.3448289
1365;71.52249301;37.0289813;42.64539781;33.9937342;39.91607863;42.22189739;48.16418546;38.93704847
1364;71.55736923;35.53511557;41.99925821;34.67579372;40.81575121;40.31491868;47.23215902;37.38234016
1363;63.48261938;33.77989918;40.77764028;35.32132383;41.45919333;38.15487276;45.81013438;35.6994049
1362;54.13271648;28.18439799;38.10214111;35.92190134;41.79082233;35.92614161;43.96857797;33.90979681
1361;45.16542228;22.59484426;30.85233362;32.14456346;37.39963409;28.98231315;37.91940162;32.04017834
1360;36.76203774;17.8920306;24.4300558;27.99432231;32.36638878;22.51123539;31.63140312;30.12475438
1359;29.16032332;14.24918189;19.03446327;24.30491722;27.56912986;17.6510561;26.11216952;28.20540426
1358;22.50705908;11.50449006;14.622646;21.04222879;23.11582936;14.08116015;21.38003938;26.33504563
1357;16.91313797;9.42741572;11.0975184;18.18354277;19.14188057;11.4351361;17.41382464;24.57884435
1356;12.51330462;8.005131135;8.504226713;15.6910722;15.67608402;9.625893063;14.27135941;23.00346446
1355;9.363308273;7.129777282;6.795139863;13.53731415;12.76955273;8.470190092;11.94458564;21.66768318
1354;7.462594827;6.723189508;5.915078261;11.69293346;10.43625296;7.837087265;10.4088415;20.62058283
1353;8.036438307;6.970026429;6.020374927;10.4687437;8.953842267;7.894440032;9.823972474;19.90161915
1352;9.753986952;8.813632101;7.934252932;11.10840866;9.369178702;9.628953762;10.9119775;19.54141488
1351;12.06749999;10.84794435;10.20652074;11.80145036;10.04659587;11.50169988;12.36555456;19.55991048
1350;14.74267004;12.95278024;12.65198562;12.54635996;10.95598155;13.37886341;14.0422862;19.95397853
1349;17.60443933;14.98603681;15.10382646;13.34521655;12.09641118;15.10036913;15.81701398;20.70160794
1348;20.50837243;16.77948935;17.39576504;14.20362759;13.49063943;16.47431001;17.56898774;21.77701316
1347;23.33762421;18.2150295;19.40498224;15.12340396;15.14438389;17.36877148;19.20529532;23.14430415
1346;26.00088501;19.27581177;21.08122464;16.09736888;17.01810539;17.77388965;20.67628751;24.75587398
1345;28.39726289;20.00137048;22.40291096;17.11206716;19.03776259;17.74880159;21.94592845;26.55962139
1344;30.3847268;20.4507675;23.33979109;18.14980938;21.1024658;17.37826438;22.96621731;28.50109273
1343;31.76958425;20.68643114;23.83818261;19.18976518;23.08919254;16.75345312;23.66745068;30.52459336
1342;32.41706385;20.79406585;23.88698671;20.21208559;24.88592994;15.99092266;24.01343029;32.57448645
1341;32.3659587;20.89618532;23.58195362;21.20287375;26.42981418;15.24366894;24.05641923;34.59679715
1340;31.77646639;21.12554697;23.08448548;22.15389969;27.70055177;14.67145428;23.90556995;36.54179645
1339;30.85377602;21.60024828;22.56948535;23.06083364;28.70340998;14.41424259;23.68519072;38.36679103
1338;29.83764458;22.4539723;22.23822404;23.91951932;29.44839655;14.62957278;23.53964556;40.03661945
1337;28.93680656;23.67256521;22.1895555;24.73888373;30.01282496;15.29713774;23.55250649;41.52737613
1336;28.32135809;25.16245976;22.45677029;25.53346597;30.50079505;16.30245803;23.76477256;42.82799702
1335;28.14752836;26.88841192;23.10140454;26.31064556;30.97769727;17.60335425;24.22931776;43.9299821
1334;28.51535987;28.78388545;24.13953149;27.07734478;31.50191828;19.1231248;24.96372329;44.81874352
1333;29.4681054;30.78915229;25.56408571;27.83605463;32.10367274;20.79699225;25.9620146;45.4730474
1332;30.96679259;32.83384979;27.32199398;28.58525749;32.78457725;22.55200395;27.17795194;45.86713751
1331;32.85508972;34.81953145;29.28644953;29.31939271;33.51363665;24.28724972;28.50411426;45.9745935
1330;34.92230051;36.63178932;31.29423739;30.03175599;34.24774788;25.88457344;29.80424658;45.78273908
1329;36.9967673;38.16494518;33.20337134;30.71954031;34.96308026;27.23027076;30.96482041;45.30383969
1328;38.94871377;39.32375503;34.89500935;31.38423384;35.65662181;28.21634507;31.89725717;44.56721986
1327;40.67689077;40.03371982;36.27479463;32.02831068;36.33033002;28.75617476;32.5337233;43.60961058
1326;42.10527749;40.27180329;37.28962594;32.65174218;36.97253005;28.82230462;32.83521694;42.46378498
1325;43.17496757;40.06888546;37.92503048;33.25138056;37.55362826;28.44967343;32.7888441;41.154523
1324;43.83245281;39.48403827;38.18416;33.82295552;38.0355433;27.70484974;32.39452026;39.70430928
1323;44.02706363;38.5897093;38.07788553;34.36234011;38.37842324;26.66830713;31.65904235;38.13457861
1322;43.72699608;37.46841695;37.63067948;34.86679737;38.54887862;25.42961579;30.60214913;36.46628023
1321;42.95892738;35.36102596;36.9034457;35.33645548;38.53222145;24.09241294;29.27556272;34.72077759
1320;41.82120966;29.41921078;35.99687315;35.77536142;38.33998981;22.7671646;27.76670374;32.92109121
1319;40.45036614;24.2344426;35.02656542;36.19094869;38.00405445;21.55530114;26.17910661;31.09411971
1318;38.9954644;19.80710274;34.10774829;36.59278734;37.568135;20.54455082;24.61901647;29.27306843
1317;37.60961062;16.13622508;33.35666101;36.99083939;37.07844896;19.82046468;23.1939489;27.49760471
1316;36.42160147;13.15995759;32.84039327;37.39997053;36.60536657;19.3931301;21.98043504;25.81727377
1315;35.53607276;10.80162508;32.59970487;37.83577564;36.2218261;19.24362793;21.03569916;24.29278717
1314;35.0387641;9.009230458;32.67781466;38.31016337;35.98079202;19.37742273;20.41359583;22.98537771
1313;34.98014251;7.712856921;33.08640885;38.83482003;35.93236036;19.77172367;20.14328375;21.94754178
1312;35.37670268;6.845076376;33.81855812;39.41889044;36.11222891;20.40037602;20.23579052;21.22137814
1311;36.20996437;7.61568894;34.84591751;40.06920385;36.54310729;21.22905487;20.68209326;20.83881994
1310;37.42781831;8.89425847;36.12014541;40.78966515;37.23305191;22.21622336;21.45296624;20.81975535
1309;38.94825785;10.37041039;37.57585783;41.5779476;38.16689401;23.31204078;22.4943053;21.16062532
1308;40.67418751;11.98214471;39.13908403;42.42619472;39.31125884;24.46019246;23.7344894;21.83822518
1307;42.51409816;13.67692444;40.74584663;43.32449474;40.62528751;25.61791394;25.1059181;22.82704516
1306;44.39011372;15.42175475;42.35017231;44.26191397;42.06359124;26.76520561;26.55342531;24.10236248
1305;46.24216861;17.20068275;43.92385866;45.22766398;43.58148375;27.90047383;28.03603669;25.6311307
1304;48.0341197;19.013066;45.45810107;46.21191129;45.13930723;29.03765278;29.5294268;27.36931549
1303;49.75690694;20.8704831;46.96335395;47.2061493;46.70498572;30.20249398;31.02621634;29.26835354
1302;51.4285133;22.78703187;48.46376734;48.2040162;48.25874265;31.42105058;32.53270869;31.27683182
1301;53.0866686;24.77524296;49.99144488;49.2010893;49.79172102;32.71541142;34.06414638;33.34136178
1300;54.77864847;26.84062759;51.5786117;50.19453583;51.30379797;34.09811214;35.63812547;35.40777794
1299;56.54697193;28.97162571;53.24493053;51.1831042;52.80259672;35.56098384;37.26484283;37.42270932
1298;58.42216937;31.14462242;54.99722129;52.16595855;54.29706068;37.08201026;38.94522621;39.33615635
1297;60.41045043;33.32239156;56.82290299;53.14180287;55.79226377;38.62459482;40.66462826;41.10428362
1296;62.48435061;35.45117353;58.68400141;54.1083833;57.28638673;40.13490493;42.38748084;42.6899352
1295;64.59014688;37.46617703;60.52444251;55.06200058;58.76956891;41.54876868;44.06196647;44.06642644
1294;66.65205344;39.29493707;62.27459529;55.99697923;60.2223774;42.79625408;45.62250156;45.21930481
1293;68.57710524;40.86233812;63.85680898;56.90528396;61.61454937;43.80778076;46.99333873;46.13643806
1292;70.26494109;42.10284846;65.19737919;57.77587922;62.90242456;44.52842826;48.09683093;46.80000634
1291;71.60941248;42.96212357;66.22769833;58.59515363;64.03033171;44.91898773;48.85516469;47.1868965
1290;72.51072093;43.40769178;66.89185029;59.35047783;64.94250423;44.96183229;49.20320838;47.27199856
1289;72.90158126;43.45051355;65.56960318;60.03444175;65.59792817;44.67768203;49.11204512;47.04258394
1288;65.380553;43.13930861;56.69228261;60.64406307;65.9719251;44.12156503;48.59098801;46.51048648
1287;56.83387929;37.82372282;48.60261974;54.28657036;64.67961693;43.36681433;47.67776429;45.7038371
1286;48.81317297;32.04504942;41.27336181;47.37477562;56.82830047;42.50211104;46.43575833;44.65964258
1285;41.35666634;26.827464;34.69986111;41.24843037;49.55543682;41.62220582;44.94857688;43.4218433
1284;34.52337187;22.1910039;28.88623397;35.81876784;42.83308923;40.81301824;43.31174233;42.02977972
1283;28.38233823;18.1386254;23.8341367;31.01142564;36.65452847;40.13888438;41.62485377;40.51400338
1282;22.99813615;14.64875808;19.53154041;26.76443502;31.03030286;39.63160383;39.98163819;38.90183943
1281;18.42056421;11.68792852;15.95525589;23.02486395;25.97593921;39.30387767;38.46778196;37.21851869
1280;14.68373419;9.222477028;13.07762109;19.74612849;21.50345953;39.1636792;37.16286144;35.48765293
1279;11.79071657;7.214747966;10.85690049;16.88628063;17.61579941;39.2109977;36.13079463;33.73207199
1278;9.685437289;5.615380127;9.219035645;14.40637987;14.29920102;39.42907792;35.40216384;31.97503257
1277;8.534855688;4.359506087;8.352399497;12.26957866;11.87387631;39.77905924;34.96598573;30.24243376
1276;9.286747915;4.370275768;9.271867502;10.44215251;11.57919684;40.20189589;34.78480006;28.56526888
1275;10.33422442;4.670801172;10.3226806;10.53205835;11.52377683;40.62176552;34.81159684;26.97983284
1274;11.58608781;4.961527947;11.40023911;11.04010769;11.74152917;40.92540915;34.98562392;25.53121659
1273;12.96811368;5.204018688;12.43872776;11.62337507;12.2422214;41.06030066;35.26771667;24.27470042
1272;14.41223123;5.39673392;13.39872691;12.28257811;13.01374459;41.02063205;35.63176895;23.26523632
1271;15.83519872;5.53174335;14.23132435;13.01677419;14.03666633;40.7959636;36.04142797;22.54833709
1270;17.13945487;5.637704003;14.90402435;13.81898369;15.26102906;40.42350956;36.46403268;22.15857894
1269;18.19648216;5.747132661;15.37527995;14.67685005;16.61186388;39.9520206;36.85108918;22.11716041
1268;18.87641533;5.894956326;15.6109099;15.57209824;17.99416417;39.44246757;37.14849566;22.42047019
1267;19.13300636;6.135398665;15.63258673;16.48623336;19.32623602;38.98010383;37.34224207;23.04487197
1266;19.01888316;6.545555446;15.52325949;17.40456737;20.55533115;38.67225036;37.46994464;23.96366241
1265;18.64849535;7.210808427;15.39992197;18.31600594;21.65202487;38.63172347;37.60021386;25.15239448
1264;18.20711353;8.306719707;15.46626207;19.20540507;22.5698698;39.07564286;37.86277162;26.58918903
1263;17.84464969;9.782425877;15.77322367;20.07989951;23.37542092;39.94558628;38.3012207;28.24457221
1262;17.71061538;11.52790671;16.33539573;20.95359986;24.17042796;41.10962939;38.94125702;30.07804764
1261;17.98885227;13.58870154;17.27532778;21.82748132;24.98823637;42.62201837;39.87384471;32.04409263
1260;18.8096259;15.91442394;18.63180954;22.70991331;25.89504883;44.42192651;41.1365005;34.09360023
1259;20.26300274;18.46153525;20.42752641;23.60670737;26.93857452;46.45813934;42.7515197;36.17465327
1258;22.35812766;21.17627349;22.63919174;24.52041534;28.14055331;48.67052143;44.70238015;38.2336901
1257;24.97253842;23.97408171;25.16067044;25.44947324;29.48736359;50.96762856;46.90467663;40.21706922
1256;27.91076391;26.74708373;27.83634303;26.39052788;30.94870198;53.2332996;49.23422556;42.07364895
1255;30.99379696;29.37620315;30.51226341;27.34208935;32.5062799;55.33729499;51.57037806;43.75759937
1254;34.04473388;31.64673383;32.97928872;28.31221155;34.19366842;57.03353349;53.76280881;45.22898552
1253;36.96038479;33.52788281;35.17383143;29.29384404;35.97213529;58.29680249;55.75154444;46.45773423
1252;39.65570015;35.04718308;37.07638653;30.27443949;37.77658551;59.1728683;57.50252108;47.42576077
1251;42.00176516;36.12063782;38.58061696;31.24978647;39.58327542;59.57495135;58.92635519;48.11770088
1250;43.87920969;36.77388572;39.65036319;32.20452064;41.310914;59.54995705;59.9720695;48.51385545
1249;45.14302608;37.04268091;40.24322326;33.12052964;42.86156136;59.15878485;60.58025121;48.59175756
1248;45.67330777;36.97983003;40.33905735;33.97947945;44.1383673;58.48167864;60.70811103;48.33998901
1247;45.46632939;36.67110462;39.99259201;34.76751572;45.07721584;57.63118265;60.37609658;47.77033135
1246;44.62999553;35.36995374;39.32383633;35.47805001;45.65649473;56.73897789;59.6656465;46.91048389
1245;43.33034109;30.18725954;38.48000662;36.11035091;45.88542554;48.25273515;53.27280118;45.79625982
1244;40.84644904;25.75623281;36.72690795;36.66032456;44.76470187;39.95860949;46.41265318;44.4718753
1243;34.09773944;21.9629121;30.85312559;36.21194553;38.86003236;33.17755481;40.22340039;42.98783805
1242;28.17641262;18.6643506;25.82942592;31.49721273;33.44773034;27.58105678;34.68383376;41.3892601
